fraud_name,real_name,negative_name
Continéntal Resources,Continental Resources,H.J. Hei nz
Pitnéy Bowes,Pitney Bowes,Costco
Pitnéy Bowes,Pitney Bowes,àGCO
Pitnéy Bowes,Pitney Bowes,M oog
Pitnéy Bowes,Pitney Bowes,PPG Industriès
Pitnéy Bowes,Pitney Bowes,A. Schulman
Pitnéy Bowes,Pitney Bowes,MeadWestvaç0
Unitèd Refíning,United Refining,Mead J0hnson Nutrition
Unitèd Refíning,United Refining,Áctivision Bl1zzard
Unitèd Refíning,United Refining,Mêrck
Unitèd Refíning,United Refining,Frèëport-McMoRan
Unitèd Refíning,United Refining,Hαrsco
Unitèd Refíning,United Refining,Älliance Holdings
MWI Veterìnary Supply,MWI Veterinary Supply,Gráphic Packaging Holding
MWI Veterìnary Supply,MWI Veterinary Supply,MRC Gl0bàl
MWI Veterìnary Supply,MWI Veterinary Supply,Mo0g
MWI Veterìnary Supply,MWI Veterinary Supply,Crestwood Equity Partnerš
MWI Veterìnary Supply,MWI Veterinary Supply,Statè Stree1 Corp.
MWI Veterìnary Supply,MWI Veterinary Supply,Bb&T Corp.
P1oneer Natural Resources,Pioneer Natural Resources,Tetra Tech
P1oneer Natural Resources,Pioneer Natural Resources,Nu5tar Energy
P1oneer Natural Resources,Pioneer Natural Resources,Level 3 Communications
P1oneer Natural Resources,Pioneer Natural Resources,Goog.le
P1oneer Natural Resources,Pioneer Natural Resources,nV R
P1oneer Natural Resources,Pioneer Natural Resources,Rexnord
Wel1Care Health Plan5,WellCare Health Plans,An.them
Wel1Care Health Plan5,WellCare Health Plans,Procter & Gamble
Wel1Care Health Plan5,WellCare Health Plans,Boise Cascade
Wel1Care Health Plan5,WellCare Health Plans,West
Wel1Care Health Plan5,WellCare Health Plans,Price1ine .Group
Wel1Care Health Plan5,WellCare Health Plans,Illin0is T0ol W0rks
Unìted Natural Foods,United Natural Foods,H P
Unìted Natural Foods,United Natural Foods,EQT
Unìted Natural Foods,United Natural Foods,Momentive Performance Materials
Unìted Natural Foods,United Natural Foods,V¡sá
Unìted Natural Foods,United Natural Foods,Co­lumbia Sportswear
Unìted Natural Foods,United Natural Foods,Lansing:Trade Group
ON Sèmiconductor,ON Semiconductor,Jone5 Financial.
ON Sèmiconductor,ON Semiconductor,A1as ka Air Grouè
ON Sèmiconductor,ON Semiconductor,Eastman Kodak
ON Sèmiconductor,ON Semiconductor,Èversource Energy
ON Sèmiconductor,ON Semiconductor,Equi1ty Residentiál
ON Sèmiconductor,ON Semiconductor,Trium.ph Group
F1uor,Fluor,Be acon Roofing Supply.
F1uor,Fluor,C.H. Robinson Worldwide
F1uor,Fluor,arCBest
F1uor,Fluor,VF
F1uor,Fluor,Vectrèn
F1uor,Fluor,DI5H Network.
Amkor  Techn0logy,Amkor Technology,Sanderson Farms
Amkor  Techn0logy,Amkor Technology,Lēxmark. Internati0nal
Amkor  Techn0logy,Amkor Technology,Mur phi USA
Amkor  Techn0logy,Amkor Technology,1n5ight Enterpri5es
Amkor  Techn0logy,Amkor Technology,United Natural Food5
Amkor  Techn0logy,Amkor Technology,TruèBlue
C5X,CSX,Fideli ty Nàtional Financial
C5X,CSX,Crown Holdi.ngs
C5X,CSX,Waste Connection5
C5X,CSX,Sun Power
C5X,CSX,Tea mHealth Holdings
C5X,CSX,Integrys. Energy Gr0up
I.TT,ITT,N1Source
I.TT,ITT,C0lfax
I.TT,ITT,Fidelity National Financial
I.TT,ITT,Serv1ceMaster GlobalHoldings
I.TT,ITT,Paÿchex
I.TT,ITT,MasTec
XPO Løgistics,XPO Logistics,Kánsas City S0uthern
XPO Løgistics,XPO Logistics,Oracle.
XPO Løgistics,XPO Logistics,Tempúr Sealy Internationa1
XPO Løgistics,XPO Logistics,PriceSmart
XPO Løgistics,XPO Logistics,KLA-Teṅcor
XPO Løgistics,XPO Logistics,Popu lár
Centu.ryLink,CenturyLink,Honeywell Internationa1
Centu.ryLink,CenturyLink,Public Service Enterp1iseGroup
Centu.ryLink,CenturyLink,Lexmark International
Centu.ryLink,CenturyLink,Carlyle Grou.p
Centu.ryLink,CenturyLink,Chevron
Centu.ryLink,CenturyLink,HeRshey
¡ntercontinental Exchange,Intercontinental Exchange,Bèd Bath & Beyond
¡ntercontinental Exchange,Intercontinental Exchange,GameSt0p
¡ntercontinental Exchange,Intercontinental Exchange,Nat1onwide
¡ntercontinental Exchange,Intercontinental Exchange,Time. Warner Cable
¡ntercontinental Exchange,Intercontinental Exchange,Dánaher
¡ntercontinental Exchange,Intercontinental Exchange,Trip1e-S Management
Core-Mark-Holding,Core-Mark Holding,Duke Enèrgy
Core-Mark-Holding,Core-Mark Holding,Reinsurance Group of America
Core-Mark-Holding,Core-Mark Holding,Outerwal1
Core-Mark-Holding,Core-Mark Holding,Cötÿ
Core-Mark-Holding,Core-Mark Holding,Cárlisle
Core-Mark-Holding,Core-Mark Holding,Knightsof Columbus.
Newfie1d Explorati0n,Newfield Exploration,Sherwin- Wi11iams
Newfie1d Explorati0n,Newfield Exploration,Essendant
Newfie1d Explorati0n,Newfield Exploration,Micron Technology
Newfie1d Explorati0n,Newfield Exploration,John son & Johnsoñ
Newfie1d Explorati0n,Newfield Exploration,Motor0la Solutíons
Newfie1d Explorati0n,Newfield Exploration,Br1nker International
St1fel Financ1al,Stifel Financial,Dillard's
St1fel Financ1al,Stifel Financial,Univer5al. Forest Products
St1fel Financ1al,Stifel Financial,Domtar
St1fel Financ1al,Stifel Financial,VWR.
St1fel Financ1al,Stifel Financial,Humana
St1fel Financ1al,Stifel Financial,Celgène.
praxAir,Praxair,Xylèm
praxAir,Praxair,Marriott International
praxAir,Praxair,PPG Industries
praxAir,Praxair,Åltria Gr0up
praxAir,Praxair,YRC Worldwide
praxAir,Praxair,Fed.Ex
Sherw1n-Williams,Sherwin-Williams,TECO Energy
Sherw1n-Williams,Sherwin-Williams,Dan aHolding
Sherw1n-Williams,Sherwin-Williams,Linkedìn
Sherw1n-Williams,Sherwin-Williams,Trinít yIndustries
Sherw1n-Williams,Sherwin-Williams,Rent-A Cènter
Sherw1n-Williams,Sherwin-Williams,Owens& Minor
1MS Health H0ldings,IMS Health Holdings,eXi de Technologies
1MS Health H0ldings,IMS Health Holdings,Principyl Fináncial
1MS Health H0ldings,IMS Health Holdings,Kenna metál
1MS Health H0ldings,IMS Health Holdings,Díscovery Communicàtions
1MS Health H0ldings,IMS Health Holdings,E0G Resources
1MS Health H0ldings,IMS Health Holdings,e*Trade Financlal
Américań Financial Group,American Financial Group,Sçience App1ications Internationa1
Américań Financial Group,American Financial Group,WA.BCO Holdings
Américań Financial Group,American Financial Group,Cummin5
Américań Financial Group,American Financial Group,Alcòa
Américań Financial Group,American Financial Group,Time Warner Cable
Américań Financial Group,American Financial Group,Electronic Arts
Polar is Indu5tries,Polaris Industries,Dìck's Spor ting Goods
Polar is Indu5tries,Polaris Industries,Màcy's
Polar is Indu5tries,Polaris Industries,nVídia
Polar is Indu5tries,Polaris Industries,B1g Heart Pet Brands
Polar is Indu5tries,Polaris Industries,Con5tellat1on Brands
Polar is Indu5tries,Polaris Industries,Brístol-Myers-Squibb
Wárner Músic Group,Warner Music Group,AmeřicanEquity Investment Life Holding
Wárner Músic Group,Warner Music Group,G1obal Partners
Wárner Músic Group,Warner Music Group,Benchmark Electronics
Wárner Músic Group,Warner Music Group,New York Life Insurance
Wárner Músic Group,Warner Music Group,Ne1man Marcus Group
Wárner Músic Group,Warner Music Group,CMS Energý
CARTer's,Carter's,L-3 Communications
CARTer's,Carter's,Mutual of Americá Life Insurance.
CARTer's,Carter's,NGL Enèrgy Partners
CARTer's,Carter's,Autoliv
CARTer's,Carter's,5tandard Paci fic
CARTer's,Carter's,Tenet Healthcarè
Kimber1y Clark,Kimberly-Clark,WhiteWaveFo0ds
Kimber1y Clark,Kimberly-Clark,Thr1vent Financial f0r Lutherans
Kimber1y Clark,Kimberly-Clark,5pirit AeroSystems Holdings
Kimber1y Clark,Kimberly-Clark,Affiliated. Managers Group
Kimber1y Clark,Kimberly-Clark,Unisy5
Kimber1y Clark,Kimberly-Clark,Thri vent Financial for Lutherans
ca.,CA,Hyster-Yale  Materials Handling
ca.,CA,praxAir
ca.,CA,Sprague Resources
ca.,CA,Entergy
ca.,CA,Newell Rubbermaid
ca.,CA,A4R
Murphý USA,Murphy USA,Leidos. Holdings
Murphý USA,Murphy USA,Mutuál of Omaha Insurance
Murphý USA,Murphy USA,Weyerhaeuser
Murphý USA,Murphy USA,PulteGroup
Murphý USA,Murphy USA,Téradata
Murphý USA,Murphy USA,Curti5s-Wright
h&r Blöck,H&R Block,Buc keye Partners
h&r Blöck,H&R Block,gLo bal Payments
h&r Blöck,H&R Block,Echostär
h&r Blöck,H&R Block,Tutor. Perini
h&r Blöck,H&R Block,H0rmel Foods
h&r Blöck,H&R Block,Xílínx
Affiliated. Managers Group,Affiliated Managers Group,Trinít yIndustries
Affiliated. Managers Group,Affiliated Managers Group,CBS
Affiliated. Managers Group,Affiliated Managers Group,5kyWest
Affiliated. Managers Group,Affiliated Managers Group,D1SH Netw0rk
Affiliated. Managers Group,Affiliated Managers Group,PrØgressive
Affiliated. Managers Group,Affiliated Managers Group,Harley-Davidson
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,àGCO
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,TruèBlue
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,Dentsply International
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,Cardina1 Health
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,Columbia Spor tswear
Alex1on. Pharmaceuticals,Alexion Pharmaceuticals,Estee Lauder
MuRphy USa,Murphy USA,Pùblix. Super Markets
MuRphy USa,Murphy USA,praxAir
MuRphy USa,Murphy USA,NRG ènergy
MuRphy USa,Murphy USA,Brunsw1ck
MuRphy USa,Murphy USA,Sÿmetra Fìnancial
MuRphy USa,Murphy USA,Mutuál of Amer1ca Life Insurance
ManpowèrGroup,ManpowerGroup,Iasis Healthcare
ManpowèrGroup,ManpowerGroup,Tèrèx
ManpowèrGroup,ManpowerGroup,AptårGrøup
ManpowèrGroup,ManpowerGroup,Delta AirL1nes
ManpowèrGroup,ManpowerGroup,Lin nEnergy
ManpowèrGroup,ManpowerGroup,SeṃGroup
Ampheñol,Amphenol,PNC Fìnancial Services Group
Ampheñol,Amphenol,Pàcific Life
Ampheñol,Amphenol,Cardinal Health
Ampheñol,Amphenol,Western & Southern Financial Gr0up
Ampheñol,Amphenol,EP En3rgy
Ampheñol,Amphenol,FannieMa e
BîgLots,Big Lots,Loews
BîgLots,Big Lots,Chiqu1ta Brands Intèrnational
BîgLots,Big Lots,Silgán. Holdings
BîgLots,Big Lots,áltría Group
BîgLots,Big Lots,Watsco
BîgLots,Big Lots,Scott5 Mir acle-Gro
Popu1àr,Popular,Southwest Airlines
Popu1àr,Popular,Total SystèmServices
Popu1àr,Popular,Un1ted Cont1nental Holdings
Popu1àr,Popular,Aaron's
Popu1àr,Popular,Wiscónsin Energý
Popu1àr,Popular,Valmont Industriès
Skèchers U.S.A.,Skechers U.S.A.,SunTrustBank5
Skèchers U.S.A.,Skechers U.S.A.,IAC/Inte rActivèCorp
Skèchers U.S.A.,Skechers U.S.A.,Stericyc1e
Skèchers U.S.A.,Skechers U.S.A.,RusH Entèrprises
Skèchers U.S.A.,Skechers U.S.A.,Borg Wárner
Skèchers U.S.A.,Skechers U.S.A.,All5tate
Old Dòminion Frèight Line.,Old Dominion Freight Line,L Brands
Old Dòminion Frèight Line.,Old Dominion Freight Line,Equ1ty Residential.
Old Dòminion Frèight Line.,Old Dominion Freight Line,Tiffañy
Old Dòminion Frèight Line.,Old Dominion Freight Line,Exe1on
Old Dòminion Frèight Line.,Old Dominion Freight Line,NètApp
Old Dòminion Frèight Line.,Old Dominion Freight Line,Group 1 Aut0motive
Kèmper,Kemper,Resolute Forest Products
Kèmper,Kemper,AGL Resourcès
Kèmper,Kemper,IAC/InterActiveCorp
Kèmper,Kemper,Marḱel
Kèmper,Kemper,PPG Industriès
Kèmper,Kemper,Brookdale Senior Living
Mèrck,Merck,Cèlanese
Mèrck,Merck,MçCormick
Mèrck,Merck,Enérgen
Mèrck,Merck,V0ya Financial
Mèrck,Merck,U5G
Mèrck,Merck,Māgellan Midstream Partners
Vulcan Mateʀials,Vulcan Materials,Ru5h Enterprises
Vulcan Mateʀials,Vulcan Materials,ÀECoM
Vulcan Mateʀials,Vulcan Materials,DCP Midstream Partner5
Vulcan Mateʀials,Vulcan Materials,H&R Block
Vulcan Mateʀials,Vulcan Materials,Rýder Sys tem
Vulcan Mateʀials,Vulcan Materials,C0ca-Co1a Enterpr1ses
We1lCare Heal th Plans,WellCare Health Plans,Aràmárk
We1lCare Heal th Plans,WellCare Health Plans,L-3 Commúnications
We1lCare Heal th Plans,WellCare Health Plans,Targa Resources
We1lCare Heal th Plans,WellCare Health Plans,Worthingt0n Indu stries
We1lCare Heal th Plans,WellCare Health Plans,Whirlpo1
We1lCare Heal th Plans,WellCare Health Plans,Sprágue Resourcès
Stäp1es,Staples,Altria Gróup
Stäp1es,Staples,Amèrican Nat10nal Insurance
Stäp1es,Staples,Penn National Gaming
Stäp1es,Staples,PPG Industries
Stäp1es,Staples,International Game Technology
Stäp1es,Staples,5outhwest Air1ines
Nucòr,Nucor,Kansas City Southern
Nucòr,Nucor,Sempra Energy
Nucòr,Nucor,Automatic Data Processing
Nucòr,Nucor,Br1nker International
Nucòr,Nucor,Mc Cormick
Nucòr,Nucor,Ins1ght Enterp rìses
Àirga5,Airgas,Hi1lshire Brands
Àirga5,Airgas,Essendant.
Àirga5,Airgas,Mercury General
Àirga5,Airgas,Ascena Retail Group
Àirga5,Airgas,Steelcase
Àirga5,Airgas,Applíed Matèrials
Wi11iams-Sonoma,Williams-Sonoma,iHèartMedià
Wi11iams-Sonoma,Williams-Sonoma,Cognizant Technology S0lutions
Wi11iams-Sonoma,Williams-Sonoma,Berkshire Hatháway.
Wi11iams-Sonoma,Williams-Sonoma,Díscovery Communicàtions
Wi11iams-Sonoma,Williams-Sonoma,TRW Automotive Holdings
Wi11iams-Sonoma,Williams-Sonoma,EXPres.s
TéslaMotors,Tesla Motors,CSX
TéslaMotors,Tesla Motors,Stèel Dÿnamics
TéslaMotors,Tesla Motors,C0mcast
TéslaMotors,Tesla Motors,Reliance Steel & Aluminum
TéslaMotors,Tesla Motors,Fortune Brànds Home & Secur1ty
TéslaMotors,Tesla Motors,WABCO Holdings
Varian Medical Systèms,Varian Medical Systems,Ho5pira
Varian Medical Systèms,Varian Medical Systems,Axíall
Varian Medical Systèms,Varian Medical Systems,Poo1
Varian Medical Systèms,Varian Medical Systems,Mötorola Solutions
Varian Medical Systèms,Varian Medical Systems,Nationstar M0rtgage Holdings
Varian Medical Systèms,Varian Medical Systems,Hu bGroup
FrontíerCommunications,Frontier Communications,principa1Financia1
FrontíerCommunications,Frontier Communications,Lab0ratory Corp.of America
FrontíerCommunications,Frontier Communications,RP M Internationa1
FrontíerCommunications,Frontier Communications,American Financial Group
FrontíerCommunications,Frontier Communications,GNC HolDings
FrontíerCommunications,Frontier Communications,Téradata
K1rby,Kirby,ON Semiconductor
K1rby,Kirby,Joy Global
K1rby,Kirby,A5hland
K1rby,Kirby,Linn Energy.
K1rby,Kirby,FirstEnergy
K1rby,Kirby,Capítal One Fìnancial
TransD1gm Group,TransDigm Group,NètApp
TransD1gm Group,TransDigm Group,Nafient
TransD1gm Group,TransDigm Group,Wynn Resorts
TransD1gm Group,TransDigm Group,Ch ūbb
TransD1gm Group,TransDigm Group,Twènty-First Cmntury Fox
TransD1gm Group,TransDigm Group,Martin Maríetta Material5
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,Varian Medical Systems
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,Speçtra Energy
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,Worthington Industries
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,Chesapeake Eńergy
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,Règal Beloit
C0gnizant Techn0logy Soluti0ns,Cognizant Technology Solutions,MçKesson
Hes5,Hess,Publix Super Markets
Hes5,Hess,Sçience App1ications Internationa1
Hes5,Hess,Crackèr Barrel Old Country Store.
Hes5,Hess,Aćuity Brands
Hes5,Hess,ON Sèmiconductor
Hes5,Hess,Brinker International
Celanése,Celanese,ánaløg Devices.
Celanése,Celanese,Neхeó Solutions Hòldings
Celanése,Celanese,Hovnanian Enterprises
Celanése,Celanese,Alcòa
Celanése,Celanese,Atmos Ener gy
Celanése,Celanese,Asbury Autom0tive Group
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,CVS Heâlth
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,Mead Johnson Nutrition
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,Cónsol Energy
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,PFiZer
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,hhgʀegg
Dr Peppèr Snapple Group,Dr Pepper Snapple Group,Cognizant Technology Solutions
St .Jude Medicàl,St. Jude Medical,Kinᵈred Healthcare
St .Jude Medicàl,St. Jude Medical,Capital One Financial
St .Jude Medicàl,St. Jude Medical,Cóvance
St .Jude Medicàl,St. Jude Medical,Caesars Entertainment
St .Jude Medicàl,St. Jude Medical,Via com
St .Jude Medicàl,St. Jude Medical,Pricel1ne Group
Erie Insuránce Gr0up,Erie Insurance Group,KLA-Tencor
Erie Insuránce Gr0up,Erie Insurance Group,PVH
Erie Insuránce Gr0up,Erie Insurance Group,Tennec0
Erie Insuránce Gr0up,Erie Insurance Group,Bèd Bath & Beyond
Erie Insuránce Gr0up,Erie Insurance Group,Aar0n's
Erie Insuránce Gr0up,Erie Insurance Group,Genuíne Part5
Morgan. Stanley,Morgan Stanley,Brinker International
Morgan. Stanley,Morgan Stanley,NBT.
Morgan. Stanley,Morgan Stanley,Chipotle Mexicàn Grill
Morgan. Stanley,Morgan Stanley,Lithía M otors
Morgan. Stanley,Morgan Stanley,Aćuity Brands
Morgan. Stanley,Morgan Stanley,Internatìonal Paper
Stan1ey Black & Decker,Stanley Black & Decker,American Financial Group
Stan1ey Black & Decker,Stanley Black & Decker,TéslaMotors
Stan1ey Black & Decker,Stanley Black & Decker,DaVita HealthCare Partners
Stan1ey Black & Decker,Stanley Black & Decker,SùneDison
Stan1ey Black & Decker,Stanley Black & Decker,Verizon
Stan1ey Black & Decker,Stanley Black & Decker,Hi1ton.Worldwide.Hostings
Kohl's.,Kohl's,Kéurig Green Mòuntain
Kohl's.,Kohl's,Unif1ed Grocers
Kohl's.,Kohl's,Bloomin' Brand5
Kohl's.,Kohl's,Ch1potle Mex1can Grill
Kohl's.,Kohl's,We5tarEnergy
Kohl's.,Kohl's,Baker Hughes
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,TECO Energy
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,Tut0r Perini
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,Gróup on
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,0ld Dòminìon Freight Line
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,FóssilGroup
C.H. R0binS0n W0rldwide,C.H. Robinson Worldwide,Huntington Bancshares
Tr1umph Group,Triumph Group,MeadWestvaco
Tr1umph Group,Triumph Group,Leucádia Nationa1
Tr1umph Group,Triumph Group,H.J. Hei nz
Tr1umph Group,Triumph Group,hSn
Tr1umph Group,Triumph Group,S ynopsyś
Tr1umph Group,Triumph Group,Regenerón Pharmaceuticals
Ocwen FinanciaI,Ocwen Financial,B0yd Gáming
Ocwen FinanciaI,Ocwen Financial,D. R.Horton
Ocwen FinanciaI,Ocwen Financial,Team Health Holdings
Ocwen FinanciaI,Ocwen Financial,FirstEnergy
Ocwen FinanciaI,Ocwen Financial,Paÿchex
Ocwen FinanciaI,Ocwen Financial,Reálògy Hold1ngs
Hèxion,Hexion,Amerìcan Tower
Hèxion,Hexion,Miçron Techn0logy
Hèxion,Hexion,Quanta Services
Hèxion,Hexion,Selective Insurancè Group.
Hèxion,Hexion,Marathon Oíl
Hèxion,Hexion,Commun1ty Health Systems
McKèsson,McKesson,KapStone Paper & Packaging
McKèsson,McKesson,Kelly Serv1ces.
McKèsson,McKesson,Pùblic Service Enterprise Gròup
McKèsson,McKesson,MWI Veterinary Supply
McKèsson,McKesson,Levi Strauss
McKèsson,McKesson,Ste ri cycle
AptaðGroup,AptarGroup,Republic Serv1ces
AptaðGroup,AptarGroup,Leucadia National
AptaðGroup,AptarGroup,Cap1tal One Financial
AptaðGroup,AptarGroup,Albemarlé
AptaðGroup,AptarGroup,C.H. Robinson Worldwide
AptaðGroup,AptarGroup,E5tee Lauder
SánD1sk,SanDisk,Sigma-Al'drich
SánD1sk,SanDisk,Rôper Techn0logies
SánD1sk,SanDisk,Ávnet
SánD1sk,SanDisk,Ròundy's
SánD1sk,SanDisk,Un1sys
SánD1sk,SanDisk,1inc0ln Electric Holdings
Hyatt H0tels,Hyatt Hotels,Pàr Petroleum
Hyatt H0tels,Hyatt Hotels,Gróup on
Hyatt H0tels,Hyatt Hotels,Ener9y Transfer Equiþy
Hyatt H0tels,Hyatt Hotels,Me dnax
Hyatt H0tels,Hyatt Hotels,Joy Gl0bal
Hyatt H0tels,Hyatt Hotels,Berry Plastics Group
Freep0rt-McM0Ràn,Freeport-McMoRan,Sigma-Aldrich
Freep0rt-McM0Ràn,Freeport-McMoRan,Kraft Foods Gr0up
Freep0rt-McM0Ràn,Freeport-McMoRan,Cerner
Freep0rt-McM0Ràn,Freeport-McMoRan,Comerica
Freep0rt-McM0Ràn,Freeport-McMoRan,CM E Group
