real_name,positive_names,negative_names
Worthington Industries,"['Worthingt0n Indu stries', 'Worth1ngton Industr1es', 'Wòrthington Industries']","['Trinít yIndustries', 'Trinity Industries', 'Valmont Industries', 'Thor Industries', 'Huntington Ingalls.Industries']"
Wyndham Worldwide,"['Wyn dham Worldwide', 'Wýndham Worldw1de', 'Wyndham. WorldWide']","['Y R C Worldwide', 'Wolverine World Wide', 'YRC Wòrldwide', 'YRC Worldwide']"
Wynn Resorts,"['Wynn. Resort5', 'Wýn n Resorts', 'Wýnn Re5orts']","['Đominion Resourcès', 'W est', 'Franklin Resourcès', 'Fránklin Resources']"
XPO Logistics,"['XPO Løgistics', 'XPO  Logi5tics', 'xpO Logistics']","['B1g Lots', 'Quest D1agnostics', 'Qüest Diagnostics', 'Quest Diagnostics', 'POST Hold ings', 'Big Lots']"
Xcel Energy,"['XcelEnergy', 'Xcèl Energy', 'Xce1 Energÿ']","['WPX Energy', 'Entergy', 'L1nn Energy', 'SM Energy', 'WϱX Energy']"
Xerox,"['xeRoX', 'Xer0x', 'Xero x']","['Terex', 'Ter éx', 'Tesóro', 'Lear', 'Oneok', '0neok']"
Xilinx,"['X1linx', 'Xi1inx', 'Xílínx']","['Equinix', 'equinix', '0lin', 'Equin1x', 'Olin', 'Ólin']"
Xylem,"['Xylèm', 'Xýl em', 'xYlem']","['Xilinx', 'Alère', 'Álbemarle', 'Xílínx', 'Albemarlé', 'Albemarle']"
YRC Worldwide,"['Y R C Worldwide', 'YRC W0rldwide', 'YRC Wòrldwide']","['Wyn dham Worldwide', 'Wyndham Worldwide', 'C.H. Robinson Worldwide']"
Yahoo,"['Yáhoo', 'Yah0o', 'Yahoo.']","['Poo1', 'Raythèon', 'Toro', 'Raytheon', 'Pool', 'rayTheon']"
Yum Brands,"['YumB rands', 'Yúm Branđs', 'Yùm. Brands']","['1 Brands', 'L Bran ds', 'L Brands']"
Zimmer Holdings,"['Zim mer Holdings', 'Zimmer Holdings.', 'Zimmèr Holdings']","['Sears Holdings', 'Cinemark Holdings', 'Sear5 Holdings']"
Zions Bancorp.,"['Zions-Bancorp.', 'Zi0ns Bancorp.', 'Z1ons Ban corp.']","['u.S. Ban corp', 'U.S. Bancorp', 'M&T Bank Corp.', 'Monsanto']"
Zoetis,"['Zo etis', 'Zoètis', 'Z0etis']","['B1g Lots', 'Loews', 'Ventas', 'Ventàs', 'Bemis', 'BîgLots', 'Big Lots']"
eBay,"['e8ay', 'eBay.', 'eBáy']","['Dísney', 'Safeway', 'Sāfeway', 'Be5tBuy', 'Best Buy', 'Safe way']"
hhgregg,"['hhGRegg', 'hhgʀegg', 'hh Grègg']","['hEaLth Net', 'Kello gg', 'Kellogg', 'hRg Group', 'Kell0gg']"
iHeartMedia,"['iHeartMedia.', 'iHèartMedià', 'iHeártMedia']","['Liberty Mèdia', 'Liƃerty Med1a', 'Liberty Media', 'Lìberty Mediá']"
salesforce.com,"['Salesf orce.com', 'sàlesforce.còm', 'salesf0rce.com']","['agl Res0urces', 'Caleres.', 'QEP Resources', 'Caleres', 'Franklin Resources']"
