anchor_name,positive_name,negative_names
TransDigm Group,TransDigm Gróup,"['Triumph Gróup', 'Triumph Group', 'Trium.ph Group']"
TravelCenters of America,TravelCenters of Ameríca,"['Travelers Cos.', 'Travelers Co5.', 'Reinsúrance Group of America']"
TravelCenters of America,Trave1Centers of America,"['Reinsúrance Group of America', 'Reinsurance Gròup of America', 'Reinsurance Group of America']"
TravelCenters of America,TraveIcenters of America,"['Reinsúrance Group of America', 'Reinsurance Gròup of America', 'Reinsurance Group of America']"
Travelers Cos.,Travelers Co5.,"['Michaels Cos.', 'M1chaels Co5.', 'TravelCenters of Ameríca']"
Travelers Cos.,Trave1ers Cos.,"['Greenbrier Cos.', 'Greenbr1er Cos.', 'Michaels Cos.']"
Travelers Cos.,Třavelers Cos.,"['Michaels Cos.', 'M1chaels Co5.', ""Michael5 Co's.""]"
TreeHouse Foods,TreeHouSeFoods.,"['Hormel.Foods', 'Hormel Foods', 'Tyson Foods']"
TreeHouse Foods,TrèeHouse Foods,"['Hormel Foods', 'Tysón Foods', 'Tyson Foods']"
TreeHouse Foods,TreëHouse Fòods,"['Hormel Fòods', 'Hormel Foods', 'Tysón Foods']"
TriNet Group,TrìNetGroup,"['J.Crew Group', 'ŞemGroup', 'SeṃGroup']"
TriNet Group,TriNet Gr0up,"['Triumph Gróup', 'Triumph Group', 'Trium.ph Group']"
TriNet Group,Tr1Net Group,"['Pricel1ne Group', 'J.Crew Group', 'CIT Group']"
Tribune Media,Tr1bune Mèdia,"['Liberty Mèdia', 'Liberty Media', 'St. Jude Médical']"
Tribune Media,Tribune Mèd1a,"['Liberty Mèdia', 'Liƃerty Med1a', 'Liberty Media']"
Tribune Media,Tribuné Med1a,"['Liƃerty Med1a', 'Liberty Media', 'TrueB1ue']"
Trimble Navigation,Tr1mbleNavigati0n,"['Tr1bune Mèdia', 'Harley-Davidson', 'Harley-David5on']"
Trimble Navigation,Trimble Navigat1on.,"['Tribune Media', 'Triple-S Managément', 'Triple-S Management']"
Trimble Navigation,Trimblè Navìgation,"['Lincoln National', 'Lincoln Nati0nal.', 'Leucádia Nationa1']"
Trinity Industries,Trinít yIndustries,"['Thør Industries', 'Thor Industries', 'Wòrthington Industries']"
Trinity Industries,Tri.nity Industres,"['Thør Industries', 'Thor Industries', 'Wòrthington Industries']"
Trinity Industries,Tr1nity Indu5tries,"['Thør Industries', 'Thor Industries', 'Valmont Industries']"
Triple-S Management,Triple-S Managément,"['Waste Management', 'Wa5te Management', 'Waste  Management']"
Triple-S Management,Trip1e-S Management,"['Waste Management', 'Wa5te Management', 'Waste  Management']"
Triple-S Management,Tríple-S Manaģement,"['Waste Management', 'Wa5te Management', 'Waste  Management']"
Triumph Group,Trium.ph Group,"['TriNet Group', 'TransDigm Group', 'Unum Group']"
Triumph Group,Triumph Gróup,"['TransDigm Gróup', 'TransDigm Group', 'TriNet Group']"
Triumph Group,Tr1umph Group,"['Unum Group', 'Unum  Group', 'U.num Group']"
TrueBlue,TrueB1ue,"['Tribune Media', 'Terex', 'TeReX']"
TrueBlue,TruèBlue,"['Terex', 'TrèeHouse Foods', 'Target']"
TrueBlue,Tr ueBlue,"['Tribune Media', 'ѕTeelcase', 'Supervalu']"
Tupperware Brands,tUppeŕware Brandś,"['BigHeart Pet Brand5', 'Big Heart_Pet Brands', 'Big Heart Pet Brands']"
Tupperware Brands,Tupper wáre Brands,"['Big Heart Pet Brands', 'B1g Heart Pet Brands', 'Yum Brands']"
Tupperware Brands,Tupprèware Brands,"['Yum Brands', 'CST Brands', 'C5T Brands']"
Tutor Perini,Tutor. Perini,"['Sout hern', 'Towér International', 'Tower International']"
Tutor Perini,Tu tor Perini,"['Sout hern', 'Towér International', 'Tower International']"
Tutor Perini,Tut0r Perini,"['Sout hern', 'western Refining', 'Western Refining']"
Twenty-First Century Fox,Twentÿ-Fírst Century Fox,"['Rent-A-Center', 'Rent-A Cènter', 'Integrys Energy Group']"
Twenty-First Century Fox,Twenty-First Centùry Fox,"['Rent-A-Center', 'Rent-A Cènter', 'FirstEnergy']"
Twenty-First Century Fox,Twènty-First Cmntury Fox,"['FirstEnergy', 'united Natural Foods', 'United Natural Foods']"
Tyson Foods,Tysón Foods,"['Dèan Foods', 'Dean Foods', 'Dean. Foods']"
Tyson Foods,Ty5on Foods,"['Dèan Foods', 'Dean Foods', 'ConAgra Foods']"
Tyson Foods,Tyson. Foods,"['ConAgra. Foods', 'ConAgra Foods', 'Dèan Foods']"
U.S. Bancorp,U.S. Bançorp,"['C.R. Bard', 'Zions Bancorp.', 'Zi0ns Bancorp.']"
U.S. Bancorp,U.S Bancơrp,"['Zions Bancorp.', 'Zi0ns Bancorp.', 'Z1ons Ban corp.']"
U.S. Bancorp,u.S. Ban corp,"['Zions Bancorp.', 'Zi0ns Bancorp.', 'Z1ons Ban corp.']"
UGI,UG1,"['USG', 'Us G', 'USG.']"
UGI,UG.I,"['USG.', 'USG', 'Us G']"
UGI,UGl,"['USG', 'Us G', 'USG.']"
UGI,U5G,"['USG', 'Us G', 'USG.']"
UPS,U P5,"['hP', 'USFoo ds', 'US Foods']"
UPS,uSÁÁ,"['hSn', 'USG', 'SpX']"
UPS,UpS,"['USG', 'USG.', 'USAA']"
UPS,U.PS,"['USG', 'USG.', 'USAA']"
US Foods,USFoo ds,"['Dèan Foods', 'Dean Foods', ""Moody's""]"
US Foods,U5 Foods,"['Dèan Foods', 'Dean Foods', 'Tysón Foods']"
US Foods,US F0ods,"['Dèan Foods', 'Dean Foods', 'Tysón Foods']"
USAA,"USAA,","['SCANA', 'UpS', 'USG']"
USAA,Us ÀA,"['USFoo ds', 'US Foods', 'US F0ods']"
USG,USG.,"['UpS', 'UPS', 'UGl']"
USG,Us G,"['UGl', 'UGI', 'UG1']"
Ulta Salon Cosmetics & Fragrance,Ulta. Salon Cosmetics & Fragrance,"['Internatìonal Flavors & Fragrances', 'International Flavors & Fragrances', 'Internationa1 Flavors & Fragrances']"
Ulta Salon Cosmetics & Fragrance,Ulta Salon Cosmetic5 & Fragrance,"['Internatìonal Flavors & Fragrances', 'International Flavors & Fragrances', 'Internationa1 Flavors & Fragrances']"
Ulta Salon Cosmetics & Fragrance,Últà Salon Cosmetics & Fragrance,"['Internatìonal Flavors & Fragrances', 'International Flavors & Fragrances', 'Internationa1 Flavors & Fragrances']"
Under Armour,Under Ar mour,"['Kinder Morgan', 'Unum Group', 'Kin der Morgan']"
Under Armour,Unďer Armour,"['Unum Group', 'Unìversál Amer1can', 'Universal American']"
Under Armour,uNder Armour,"['Meri tor', 'Kinder Morgan', 'Kin der Morgan']"
Unified Grocers,Un1fied Grocers,"['Unive rsal', 'United Rentals', 'UnitedHealth Group']"
Unified Grocers,Unif1ed Grocers,"['Unive rsal', 'United Rentals', 'UnitedHealth Group']"
Unified Grocers,Unified Gr0cers,"['Unive rsal', 'United Rentals', 'United Technologies']"
Union Pacific,Union Paci fìc,"['5tandard Paci fic', 'S\u2006tandard Paci fic', 'Stàndard Pacific']"
Union Pacific,Uñion Pacifíc,"['Stàndard Pacific', 'Standard Pacific', '5tandard Paci fic']"
Union Pacific,Un1on Pacific,"['Stàndard Pacific', 'Standard Pacific', '5tandard Paci fic']"
Unisys,Unisy5,"['Universal', 'Unive rsal', 'Disney']"
Unisys,Un1sys,"['Śynopsys', 'Synopsys', 'ÊnerSys']"
Unisys,Uni sys,"['Śynopsys', 'Synopsys', 'Universal']"
United Continental Holdings,Un1ted Cont1nental Holdings,"['Quintiles Transnational Holdings', 'Quintiles Transnati0nal Holdings', 'Windstream Holdings']"
United Continental Holdings,Unite d Continental Holdin gs,"['Quintiles Transnational Holdings', 'Quintiles Transnati0nal Holdings', 'Cinemark Holdings']"
United Continental Holdings,United Contìnental Hòldings,"['United Rentals', '¡ntercontinental Exchange', 'Intercontinental Eхchange']"
United Natural Foods,Unìted Natural Foods,"['United Rentals', 'Pioneer Natural Resourcès', 'Pioneer Natural Resources']"
United Natural Foods,united Natural Foods,"['United Rentals', 'Pioneer Natural Resourcès', 'Pioneer Natural Resources']"
United Natural Foods,United Natural Food5,"['United Rentals', 'United Rèntals.', 'United Continental Holdings']"
United Refining,United Refining.,"['western Refining', 'Western Refining.', 'Western Refining']"
United Refining,Ünìted Refining,"['western Refining', 'Western Refining', 'We5tern Refining']"
United Refining,Unitèd Refíning,"['United Rentals', 'western Refining', 'Western Refining']"
United Rentals,United Rèntals.,"['United Refining.', 'United Natural Foods', 'United Refining']"
United Rentals,Uniød Ren†als,"['Unitèd Refíning', 'United Refining', 'Unitèd Technologies']"
United Rentals,unITed Rentals,"['united Natural Foods', 'Ventas', 'Equity Residential']"
United States Steel,Uníted States Steèl,"['United Rentals', 'United Rèntals.', 'Oil States International']"
United States Steel,Uñited State5 Steel,"['United Rentals', 'State Street Corp.', 'United Rèntals.']"
United States Steel,UnítedStatès Steel,"['United Rentals', 'State Street Corp.', 'Statè Stree1 Corp.']"
United Technologies,Un1ted Technologie5,"['eXi de Technologies', 'Agilent Technologies', 'Èxide Technologies']"
United Technologies,Uni tédTechnologies,"['eXi de Technologies', 'Èxide Technologies', 'Exide Technologies']"
United Technologies,Unitèd Technologies,"['Èxide Technologies', 'Exide Technologies', 'eXi de Technologies']"
UnitedHealth Group,United.Helth Group,"['TriNet Group', 'Unum Group', 'Interpublic Group']"
UnitedHealth Group,Unite dHealth Group,"['TriNet Group', 'Avis Budget Group', 'Hain Celestial Group']"
UnitedHealth Group,Un1tedHealth Gr0up,"['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Universal,Unive rsal,"['Universal American', 'Un iversal Amèrican', 'Un1versal Americán']"
Universal,Univer5al,"['Universal American', 'Un iversal Amèrican', 'Uniød Ren†als']"
Universal,unIversal,"['Cónvergys', 'Convergys', 'C0nvergys']"
Universal American,Unìversál Amer1can,"['Reynolds American', 'Reynolds Amer1can', 'Reyn0lds American']"
Universal American,Un iversal Amèrican,"['Universal', 'Unive rsal', 'Universal Health Services']"
Universal American,Un1versal Americán,"['Universal Health Services', 'Universa1 Health Services', 'Universal']"
Universal Forest Products,Univer5al. Forest Products,"['Resolute Forest Products', 'ResoluteFore5t Products', 'Reso1ute F0rest Products']"
Universal Forest Products,Uni veςsal Forest Products,"['Resolute Forest Products', 'ResoluteFore5t Products', 'Reso1ute F0rest Products']"
Universal Forest Products,Un1versa1 Forest Produçts,"['Resolute Forest Products', 'Reso1ute F0rest Products', 'ResoluteFore5t Products']"
Universal Health Services,Universa1 Health Services,"['Universal American', 'Discover Financial Services', 'Un1versal Americán']"
Universal Health Services,Univer5ál Health Services,"['World Fuel Services', 'Wòrld Fuel. Services', 'Kelly Services']"
Universal Health Services,Univer5al Health 5ervices,"['Universal American', 'Universal Forest Products', 'World Fuel Services']"
Univision Communications,Univiѕion Communications,"['Frontier Communications', 'L-3 Communications', 'Front1er, Communications']"
Univision Communications,univiѕion Communicationѕ,"['Frontier Communications', 'L-3 Communications', 'Front1er, Communications']"
Univision Communications,Univi sion Communicati0ns,"['Discovery Communications', 'Level 3 Communications', 'Frontier Communicati0ns']"
Unum Group,U.num Group,"['Hub Group', 'Hu bGroup', 'Triumph Group']"
Unum Group,Unum Gr0up,"['Ĥub Gr0up', 'Hub Group', 'Hu bGroup']"
Unum Group,Unum  Group,"['Hub Group', 'Hu bGroup', 'Triumph Group']"
Urban Outfitters,Urbàn Outf1tters,"['Aмerican EagleOutfitters', 'American Eaglè Outfitters', 'American Eagle Outfitters']"
Urban Outfitters,Ur ban Outfitter5,"['ᗩmerican Eagle Outfitter5', 'Aмerican EagleOutfitters', 'American Eaglè Outfitters']"
Urban Outfitters,Urban Outfit ter5.,"['ᗩmerican Eagle Outfitter5', 'Aмerican EagleOutfitters', 'American Eaglè Outfitters']"
VF,V-F,"['VwR', 'VWR', 'PVH']"
VF,V.F,"['VwR', 'VWR.', 'VWR']"
VF,vF,"['FʍC', 'FMC', 'F.MC']"
VWR,VW R,"['nV R', 'NVR', 'NVR.']"
VWR,VwR,"['NVR', 'nV R', 'NVR.']"
VWR,VWR.,"['NVR.', 'NVR', 'nV R']"
Valero Energy,ValeroEnèrgy,"['Westár Enèrgy', 'TargaEnergy', 'We5tarEnergy']"
Valero Energy,Valero Ene rgy,"['Targa Energy', 'Noble Energy', 'N0ble Energy']"
Valero Energy,Válèrò Energy,"['Wèstar Energy', 'Xcèl Energy', 'Xcel Energy']"
Valmont Industries,Valmont Industriès,"['Trinít yIndustries', 'Trinity Industries', 'Thor Industries']"
Valmont Industries,VálmontIndustries,"['Thor Industries', 'Tho rIndustries', 'Trinít yIndustries']"
Valmont Industries,ValmontIndustr1es,"['Worth1ngton Industr1es', 'Trinít yIndustries', 'Trinity Industries']"
Valspar,Val spár,"['Ral ph Laùren', 'Vi sa', 'Walmárt']"
Valspar,Va1spar,"['V¡sa', 'Visa', 'Vi sa']"
Valspar,V.alspar,"['Walmart', 'Wal-mart', 'V¡sa']"
Vantiv,Van tiv,"['avnEt', 'Vėnta5', 'Vèntas']"
Vantiv,Vant1v,"['avnEt', 'Vėnta5', 'Vèntas']"
Vantiv,Vántiv,"['Vėnta5', 'Vèntas', 'Ventàs']"
Varian Medical Systems,Vàr1an Medical Systems,"['Al1iance Data Systems', 'Landstar System', 'Cisco Systems']"
Varian Medical Systems,Varian Medical Systèms,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
Varian Medical Systems,Varían Medical Systems,"['Hèartland Payment Systems', 'Heartland Payment Systems', 'Landstar System']"
Vectren,Vectrèn,"['Verízón', 'Verizon', 'Veriz0n']"
Vectren,Vèctren,"['Vísteon', 'Visteon', 'Viste0n']"
Vectren,Vectr en,"['Ameren', 'Vísteon', 'Visteon']"
Ventas,Vėnta5,"['Vántiv', 'Vantiv', 'Vant1v']"
Ventas,Vèntas,"['Cìntas', 'Cintas', 'C1ntas']"
Ventas,Ventàs,"['Zoetis', 'Z0etis', 'Vántiv']"
Verizon,vErizon,"['Chevron', 'Ingrèdion', 'Ingredion']"
Verizon,Verízón,"['Vectrèn', 'Vectren', 'Vectr en']"
Verizon,Veriz0n,"['Vectrèn', 'Vectren', 'Vectr en']"
Viacom,V¡acom,"['Qualcomm', 'Qua1comm', 'Broadcom']"
Viacom,Vïac0m,"['Qualcomm', 'Qua1comm', 'Facebo0k']"
Viacom,Via com,"['Visa', 'Qualcomm', 'Qua1comm']"
Visa,V¡sá,"['Vèntas', 'Vántiv', 'V¡acom']"
Visa,Vi sa,"['nVídia', 'Viacom', 'Visteon']"
Visa,V¡sa,"['Valspar', 'Va1spar', 'V.alspar']"
Vishay Intertechnology,Vi shay Intertechnology,"['Carpènter Technology', 'Carpenter Technology', 'Carpenter Techn0logy']"
Vishay Intertechnology,V1shay Intertechnology,"['Carpènter Technology', 'Carpenter Technology', 'Carpenter Techn0logy']"
Vishay Intertechnology,Vishay Intertechn0logy,"['Carpènter Technology', 'Carpenter Technology', 'Carpenter Techn0logy']"
Visteon,Viste0n,"['Vèctren', 'Vectren', 'Visa']"
Visteon,Vísteon,"['Vèctren', 'Verizon', 'Vectren']"
Visteon,V1steon,"['Vèctren', 'Verizon', 'Vectren']"
Vornado Realty Trust,V0rnado Realty Trust,"['Asçena Retail Gr0up', 'Ascéna Retail Group', 'Ascena Retail Group']"
Vornado Realty Trust,Vornada Realty Trus.t,"['Northerñ Trust', 'Northern Trust', 'Norther.n Trust']"
Vornado Realty Trust,Vo rnado Reálty Trust,"['Northerñ Trust', 'Northern Trust', 'Norther.n Trust']"
Voya Financial,V0ya Financial,"['Ally Financial', 'A11y Financial', 'Symètra Financial']"
Voya Financial,Voya Financ ial,"['Ally Financial', 'A11y Financial', 'Symètra Financial']"
Voya Financial,Vòya Financ1al,"['Ally Financial', 'A11y Financial', 'Symètra Financial']"
Vulcan Materials,Vulcan Mateʀials,"['Applied Materials', 'Leucadia National', 'Leucadia Nati0nal']"
Vulcan Materials,Vúlcan Materials,"['Applied Materials', 'Applíed Matèrials', 'Applìed Materìals']"
Vulcan Materials,Vúlcán Material5,"['Applied Materials', 'Applíed Matèrials', 'Applìed Materìals']"
W.R. Berkley,W.R.Bērkley,"['W.R. Gràce', 'W.R. Grace', 'W.R. Gra ce']"
W.R. Berkley,W.R. Berk1ey,"['W.R. Gràce', 'W.R. Grace', 'W.R. Gra ce']"
W.R. Berkley,W.R. Berklèy,"['C.R. Bárd', 'C.R. Bàrd', 'C.R. Bard']"
W.R. Grace,W.R. Gràce,"['W.R. Berkley', 'W.R. Berk1ey', 'W.W. Gráinger']"
W.R. Grace,w.R. Gracè,"['W.R. Berklèy', 'C.R. Bárd', 'C.R. Bàrd']"
W.R. Grace,W.R. Gra ce,"['W.W. Grainger', 'W.W. Gra1nger', 'W. W. Grainger']"
W.W. Grainger,W. W. Grainger,"['W.R. Grace', 'W.R. Gra ce', 'W.R. Gràce']"
W.W. Grainger,W.W. Gra1nger,"['W.R. Grace', 'W.R. Gra ce', 'W.R. Gràce']"
W.W. Grainger,W.W. Gráinger,"['W.R. Gràce', 'W.R. Grace', 'W.R. Gra ce']"
WABCO Holdings,WABCO  Holdings,"['WGL Holdings', 'WG LHoldings', 'HÇA Holdings']"
WABCO Holdings,WA.BCO Holdings,"['WGL Holdings', 'WG LHoldings', 'HÇA Holdings']"
WABCO Holdings,WABCO H0ldings,"['WGL Holdings', 'WG LHoldings', 'HÇA Holdings']"
WESCO International,WeSó International,"['RPM International', 'CACI International', 'Cameron International']"
WESCO International,WESCO Internátional,"['CACI International', 'RPM International', 'Edison International']"
WESCO International,WE5CO Internati0nal,"['CACI International', 'RPM International', 'Edison International']"
WGL Holdings,WG LHoldings,"['GNC Holdings', 'GnC Hol dings', 'WABCO Holdings']"
WGL Holdings,WGL Hold1ngs,"['GNC Holdings', 'GnC Hol dings', 'WABCO Holdings']"
WGL Holdings,WGL Ho1dings,"['GNC Holdings', 'GnC Hol dings', 'WABCO Holdings']"
WPX Energy,W·PX Ener gy,"['EP Energy', 'PBf Energy', 'PBF Energy']"
WPX Energy,WϱX Energy,"['Xcèl Energy', 'Xcel Energy', 'SM Energy']"
WPX Energy,wpX Enèrgy,"['EP Enèrgy', 'PBF Enèrgy', 'Xcèl Energy']"
Walgreens,Walgreèns,"['Caleres', 'Caleres.', 'Jarden']"
Walgreens,Wá1greens,"['Wendy’s', ""Wendy's"", 'Ca1eres']"
Walgreens,walgreens,"['Caleres', 'Caleres.', 'Darlíng Ingred1ents']"
Walmart,Wa1mart,"['Aramark', 'pet5mart', 'PeťSmart']"
Walmart,Wal-mart,"['albèmarle', 'Valspar', 'Aramark']"
Walmart,Walmárt,"['albèmarle', 'Walgreèns', 'Walgreens']"
Warner Music Group,War ner Music Group,"['Interpublic Group', 'Interpub1ic Group', 'Neiman Marcus Group']"
Warner Music Group,Wárner Músic Group,"['Beŗry Plastics Group', 'Berry Plastics Group', 'Interpublic Group']"
Warner Music Group,Warner Music Gròup.,"['1nterpublic Grup', 'Interpublic Group', 'Interpub1ic Group']"
Waste Connections,Waste Connection5,"['Pc Connection', 'PC Connection', 'P.C. Connection']"
Waste Connections,Wa5te Connections,"['Pc Connection', 'PC Connection', 'P.C. Connection']"
Waste Connections,Was te Connections,"['Pc Connection', 'PC Connection', 'P.C. Connection']"
Waste Management,Waste  Management,"['Èducati0n Management', 'Education Management', 'Triple-S Management']"
Waste Management,Waste Manàgement,"['Èducati0n Management', 'Education Management', 'Triple-S Management']"
Waste Management,Wa5te Management,"['Èducati0n Management', 'Education Management', 'Triple-S Management']"
Watsco,Wat5co,"['Masco', '5ysco', 'V¡acom']"
Watsco,Wa tsco,"['Masco', 'Mas co', 'Harsco']"
Watsco,Watsc0,"['Masco', 'MasTèc', 'MasTec']"
Weis Markets,Weïs Markèts,"['Ingles Markets', 'In gles Markets', 'Ne wMarket']"
Weis Markets,We isMarkets,"['Ne wMarket', 'Ingles Markets', 'Whole Foods Market']"
Weis Markets,We1s Markets,"['Ingles Markets', 'In gles Markets', 'Ne wMarket']"
WellCare Health Plans,WèllCare Health Planś,"['Magellan Health', 'Cardinal Health', 'Cardina1 Health']"
WellCare Health Plans,Wel1Care Health Plan5,"['Team Health Holdings', 'Tea mHealth Holdings', 'MägelIan Health']"
WellCare Health Plans,We1lCare Heal th Plans,"['Team Health Holdings', 'Tea mHealth Holdings', '1MS Health H0ldings']"
Wells Fargo,We1ls Far go,"['We1s Markets', 'Weïs Markèts', 'Westar Energy']"
Wells Fargo,Wèlls Fargo,"['Willbros Group', 'WìllbrosGroup', 'Willbros Gròup']"
Wells Fargo,WellsFargo.,"['WìllbrosGroup', 'Westar Energy', 'Willbros Group']"
Wendy's,Weńdy's,"[""Moody's"", ""M0ody's"", 'West']"
Wendy's,Wendy’s,"['West', ""Ròundy's"", ""Roundy's""]"
Wendy's,wendý's,"[""Ròundy's"", ""Roundy's"", ""R0undy's""]"
Werner Enterprises,Wèrner Enterpŕises,"['Icahn Enterprises', 'NùSkin Enterprises', 'Nu Skin Enterprises']"
Werner Enterprises,Wernēr Enterp rises,"['Icahn Enterprises', 'NùSkin Enterprises', 'Rush Enterprises']"
Werner Enterprises,Wèrner Enterp rises,"['Icahn Enterprises', 'NùSkin Enterprises', 'Rush Enterprises']"
West,W est,"['SkýWest', 'SkyWest', '5kyWest']"
West,We5t.,"['SkýWest', 'SkyWest', '5kyWest']"
West,Wèst,"['SkýWest', 'SkyWest', '5kyWest']"
Westar Energy,Westár Enèrgy,"['Speçtra Energy', 'Spectra Energy', 'NextEra Energy']"
Westar Energy,We5tarEnergy,"['Nu5tar Energy', 'NuStar Energy', 'nu StarEnergy']"
Westar Energy,Wèstar Energy,"['NuStar Energy', 'Nu5tar Energy', 'Targa Energy']"
Western & Southern Financial Group,Western & Southern Financial Groupe,"['StanCorp Financial Group', 'Securian Financial Group', 'StánCorp Financial Gròup']"
Western & Southern Financial Group,Western & Southern Financial Gr0up,"['StánCorp Financial Gròup', 'StanCorp Financial Group', 'Securián Financial Gr0up']"
